,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
10271,Herbal Life,Queens,8901,101ST AVE,11416,(917)635-5514,12.0,A
10272,Herbalife,Brooklyn,517,51 STREET,11220,(347)581-0351,2.3333333333333335,A
10273,Herbalife Nutricion Center Gutierrez,Bronx,624,MELROSE AVE,10455,(646)508-4675,38.0,C
10274,Herbs Thai Bistro,Manhattan,251,EAST   45 STREET,10017,(212)808-9388,31.08695652173913,C
10275,Hermes Billiards & Cafe,Queens,10214,JAMAICA AVENUE,11418,(718)441-8340,19.65714285714286,B
10276,Hero Certified Burgers,Manhattan,453,E 78TH ST,10075,(646)823-9123,5.0,A
10277,Hero Champ,Brooklyn,948,3 AVENUE,11232,(718)499-9316,17.90909090909091,B
10278,Hero Factory,Bronx,904,EAST  149 STREET,10455,(718)992-1556,18.44,B
10279,Hero Shop,Brooklyn,1211,MCDONALD AVE,11230,(718)338-5472,20.666666666666668,B
10280,Hero Thai & Izakaya,Queens,3416,BROADWAY,11106,(718)932-8826,24.88,B
10281,Hershey'S Ice Cream,Queens,4024,COLLEGE POINT BOULEVARD,11354,(646)567-7008,7.0,A
10282,Hersheys Ice Cream,Queens,7027,PARSONS BOULEVARD,11365,(917)254-5023,8.714285714285714,A
10283,Hesperios,Manhattan,23,CLEVELAND PL,10012,(212)226-2413,40.92307692307692,C
10284,Hester Street Cafe,Manhattan,235,BOWERY,10002,(917)587-2152,5.75,A
10285,Hex & Company,Manhattan,2871,BROADWAY,10025,(212)439-1008,10.4,A
10286,Hexagon Lounge,Manhattan,318,W 142ND ST,10030,(646)838-6500,35.0,C
10287,Hey Dessert,Brooklyn,6024,7TH AVE,11220,(718)567-8987,31.857142857142858,C
10288,Hey Hey Canteen,Brooklyn,400,4TH AVE,11215,(212)810-7398,18.48148148148148,B
10289,Hey Hey Canteen,Manhattan,1000S,8TH AVE,10019,(646)495-0478,22.2,B
10290,Heyi Xiaochi Ii,Brooklyn,5301,8TH AVE,11220,(718)851-8878,11.5,A
10291,Heylis Pizza & Restaurant,Queens,7318,NORTHERN BLVD,11372,(718)433-9049,12.0,A
10292,Hi Food Cafe,Brooklyn,3078,CONEY ISLAND AVE,11235,(347)713-4747,15.8,B
10293,Hi Life Bar & Grill,Manhattan,477,AMSTERDAM AVENUE,10024,(212)787-7199,6.666666666666667,A
10294,Hi Noodle Thai,Brooklyn,333,GRAHAM AVE,11211,(917)304-3857,11.4,A
10295,Hi Tea,Brooklyn,5002,5TH AVE,11220,(646)898-8877,7.8,A
10296,Hi Tea,Queens,6124,SPRINGFIELD BLVD,11364,(646)294-2217,10.625,A
10297,Hi-Class Pizzeria & Restaurant,Queens,24611,JERICHO TURNPIKE,11426,(718)347-1696,8.666666666666666,A
10298,Hi-Collar,Manhattan,214,EAST 10 STREET,10003,(212)777-7018,7.875,A
10299,Hibachi Buffet,Bronx,216,E 161ST ST,10451,(718)590-1627,38.76,C
10300,Hibachi Express,Manhattan,4,CORTLANDT ST,10007,(212)566-5079,16.41176470588235,B
10301,Hibachi King,Brooklyn,150,LAWRENCE ST,11201,(718)855-5281,9.222222222222221,A
10302,Hibachi Master,Brooklyn,8512,5TH AVE,11209,(347)662-6118,26.666666666666668,B
10303,Hibachi Station,Queens,8312,37TH AVE,11372,(646)633-2522,9.5,A
10304,Hibernia,Manhattan,401,WEST   50 STREET,10019,(212)969-9703,17.2,B
10305,Hibino,Brooklyn,333,HENRY STREET,11201,(718)260-8052,13.95,A
10306,Hibino Lic,Queens,1070,JACKSON AVE,11101,(718)392-5190,17.115384615384617,B
10307,Hibiscus Restaurant,Queens,12418,101 AVENUE,11419,(718)849-4225,20.633333333333333,B
10308,Hibiscus Restaurant & Lounge Ii,Queens,221-13,JAMAICA AVENUE,11428,(718)264-1100,15.555555555555555,B
10309,Hidden City Cafe,Manhattan,145,EAST   23 STREET,10010,(212)979-6161,12.875,A
10310,Hide Chan Ramen,Manhattan,248,E 52ND ST,10022,(212)813-1800,12.142857142857142,A
10311,Hide Chan Ramen,Manhattan,314,W 53RD ST,10019,(212)969-0066,13.75,A
10312,Hideaway,Manhattan,185,DUANE STREET,10013,(212)334-5775,14.2,B
10314,High Bar,Manhattan,350,W 40TH ST,10018,(212)665-5202,20.25,B
10315,High Dive,Brooklyn,243,FIFTH AVENUE,11215,(718)788-0401,20.323529411764707,B
10316,High Line Hotel,Manhattan,180,10TH AVE,10011,(212)933-9735,24.272727272727273,B
10317,High Lua,Brooklyn,182,S 2ND ST,11211,(347)844-9666,20.0,B
10318,High Street On Hudson,Manhattan,637,HUDSON ST,10014,(917)388-3944,22.529411764705884,B
10319,High Tea House,Brooklyn,2349,86TH ST,11214,(929)267-3268,40.5,C
10320,High Thai,Brooklyn,4017,AVENUE U,11234,(718)338-9700,29.0,C
10321,Highbury Pub,Brooklyn,1002,CORTELYOU RD,11218,(718)908-1342,10.222222222222221,A
10322,Higher Grounds Astoria,Queens,2511,ASTORIA BLVD,11102,(718)806-1391,9.0,A
10323,Highlanders (Stand 318),Bronx,1,EAST  161 STREET,10451,(917)284-3260,8.666666666666666,A
10324,Highlands Restaurant,Manhattan,150,WEST   10 STREET,10014,(212)229-2670,16.0,B
10325,Highline Ballroom,Manhattan,431,WEST   16 STREET,10011,(212)414-5994,21.916666666666668,B
10326,Highline Cafe,Manhattan,85,10TH AVE,10011,(201)995-7159,13.75,A
10327,Highline Pizzeria,Manhattan,503,WEST   28 STREET,10001,(212)564-3330,12.416666666666666,A
10328,Highway Bagels,Brooklyn,1921,KINGS HIGHWAY,11229,(718)336-9200,11.25,A
10329,Highway Deli & Coffee Shop,Queens,6111,173RD ST,11365,(718)539-8728,18.942857142857143,B
10330,Highway Restaurant & Bar,Brooklyn,5419,CHURCH AVE,11203,(347)406-9836,33.75609756097561,C
10331,Hill And Bay,Manhattan,581,2ND AVENUE,10016,(212)245-5554,16.181818181818183,B
10332,Hill And Dale,Manhattan,115,ALLEN STREET,10002,(212)420-1115,18.136363636363637,B
10333,Hill Cafe,Brooklyn,17,PUTNAM AVENUE,11238,(718)230-3471,16.0,B
10334,Hill Country,Manhattan,30,WEST   26 STREET,10010,(212)255-4544,20.181818181818183,B
10335,Hill Country,Manhattan,4,PENN PLAZA,10121,(212)465-6273,4.0,A
10336,Hill Country Chicken,Manhattan,1123,BROADWAY,10010,(646)688-1061,23.814814814814813,B
10337,Hill Country Food Park,Brooklyn,345,ADAMS ST,11201,(347)943-2424,11.0,A
10338,Hills Kitchen,Brooklyn,252,KNICKERBOCKER AVE,11237,(929)480-8775,15.333333333333334,B
10339,Hillside Dosa Hutt,Queens,25815,HILLSIDE AVE,11004,(718)414-4780,10.444444444444445,A
10340,Hillside Gourmet,Staten Island,1664,RICHMOND ROAD,10304,(718)980-6363,17.0,B
10341,Hillside Hot Bagels,Queens,20415,HILLSIDE AVE,11423,(718)465-2500,18.0,B
10342,Hillside Swimming Club,Staten Island,151,SIGNS ROAD,10314,(718)761-5910,12.625,A
10343,Hillstone,Manhattan,153,EAST   53 STREET,10022,(212)888-3828,10.0,A
10344,Hillstone Manhattan,Manhattan,378,PARK AVENUE SOUTH,10010,(212)689-1090,16.944444444444443,B
10345,Hilltop Park Alehouse,Manhattan,3821,BROADWAY,10032,(646)438-9293,34.5,C
10346,Hilltop Perk Cafe,Manhattan,83,HAVEN AVE,10032,(929)888-1201,13.947368421052632,A
10347,Hilton Brooklyn New York,Brooklyn,140,SCHERMERHORN ST,11201,(718)834-8800,21.708333333333332,B
10348,Hilton Garden Inn,Manhattan,6,WATER ST,10004,(212)248-1100,16.25,B
10349,Hilton Garden Inn,Manhattan,790,8TH AVE,10019,(646)531-8679,16.444444444444443,B
10350,Hilton Garden Inn,Queens,14818,134 STREET,11430,(718)322-4448,13.142857142857142,A
10351,Hilton Garden Inn Chelsea,Manhattan,121,W 28TH ST,10001,(212)564-2181,5.333333333333333,A
10352,Hilton Garden Inn Long Island City,Queens,2921,41ST AVE,11101,(718)786-6001,12.0,A
10353,Hilton Garden Inn- Manhattan- Midtown East,Manhattan,206,E 52ND ST,10022,(212)794-6000,24.76923076923077,B
10354,Hilton Hotel Jfk Airport,Queens,14402,135 AVENUE,11436,(718)659-0200,16.125,B
10355,Hilton Times Square,Manhattan,234,WEST   42 STREET,10036,(212)642-2539,30.655172413793103,C
10356,Himalaya Restaurant,Queens,8113,BROADWAY,11373,(917)832-7416,20.8125,B
10357,Himalayan Yak Restaurant,Queens,7220,ROOSEVELT AVENUE,11372,(718)779-1119,18.23076923076923,B
10358,Hing Hung Kitchen,Brooklyn,619,NOSTRAND AVE,11216,(718)773-3076,34.96153846153846,C
10359,Hing Wong,Brooklyn,7922,5 AVE,11209,(718)748-6688,12.333333333333334,A
10360,Hing Wong Chinese Restaurant,Bronx,1687,MACOMBS RD,10453,(718)299-7960,19.45,B
10361,Hing Wong Restaurant,Bronx,721,WESTCHESTER AVENUE,10455,(718)842-4165,19.09090909090909,B
10362,Hinomaru Ramen,Queens,3318,DITMARS BOULEVARD,11105,(718)777-0228,28.023809523809526,C
10363,Hinterlands,Brooklyn,739,CHURCH AVE,11218,(718)633-0550,13.0,A
10364,Hiro Sushi,Manhattan,160,FREEDOM PL,10069,(212)873-7900,11.0,A
10365,Hirohisa,Manhattan,73,THOMPSON ST,10012,(212)925-1613,8.0,A
10366,Hiroshi Japanese Restaurant,Manhattan,585,3 AVENUE,10016,(212)661-9288,22.08,B
10367,Hiroto Japanese Restaurant,Brooklyn,75,5TH AVE,11217,(347)880-3397,9.142857142857142,A
10368,Hk Bakery,Queens,13432,NORTHERN BLVD,11354,(718)886-8393,23.4,B
10369,Hk Boxers Nyc,Manhattan,742,9TH AVE,10019,(212)951-1518,27.821428571428573,C
10370,Hk Cafe,Queens,4296,MAIN ST,11355,(718)358-6488,59.5,C
10371,Hk Kitchen,Bronx,3599,E TREMONT AVE,10465,(347)851-2000,10.0,A
10372,Hl Spring Garden,Brooklyn,8706,5 AVENUE,11209,(718)921-7171,11.666666666666666,A
10373,Ho Foods Nyc,Manhattan,110,E 7TH ST,10009,(347)788-0682,16.428571428571427,B
10374,Ho Ho Garden,Queens,9306,LIBERTY AVENUE,11417,(718)322-6666,10.25,A
10375,Ho Lee,Manhattan,2493,7TH AVE,10030,(212)283-8699,17.928571428571427,B
10376,Ho May Ny,Brooklyn,69,KINGSLAND AVE,11211,(718)389-9788,10.333333333333334,A
10377,Ho Mei Chinese Restaurant,Brooklyn,222,MALCOM X BOULEVARD,11221,(718)443-6087,19.25,B
10378,Ho Mei Restaurant,Queens,10305,37 AVENUE,11368,(718)779-6903,12.083333333333334,A
10379,Ho Wah China Wok Inc,Queens,19519,JAMAICA AVE,11423,(718)217-0998,9.0,A
10380,Ho Wah Restaurant,Brooklyn,551,GATES AVE,11216,(718)399-0110,9.333333333333334,A
10381,Ho Wan,Queens,11105,LIBERTY AVE,11419,(718)843-3288,15.125,B
10382,Ho Wok,Staten Island,692,ARTHUR KILL ROAD,10308,(718)948-6562,8.714285714285714,A
10383,Ho Won Bake,Manhattan,146,HESTER ST,10013,(212)966-5626,11.25,A
10384,Ho'Brah,Brooklyn,8618,3 AVENUE,11209,(718)680-8226,26.384615384615383,B
10385,Ho'Brah A Taco Joint,Staten Island,412,FOREST AVE,10301,(718)442-8226,9.285714285714286,A
10386,Hoa Noodle And Tea,Manhattan,401,6TH AVE,10014,(212)633-8900,23.107142857142858,B
10388,Hogshead Tavern,Manhattan,126,HAMILTON PL,10031,(212)234-1154,8.444444444444445,A
10389,Hohhot Coffee,Brooklyn,1500,SHEEPSHEAD BAY RD,11235,(718)891-8098,16.6875,B
10390,Hojinjung,Queens,4105,150TH ST,11355,(718)460-1266,9.75,A
10391,Hokey Poke-Chick Shop,Manhattan,805,3RD AVE,10022,(212)754-3012,18.88888888888889,B
10392,Hold Fast,Manhattan,364,W 46TH ST,10036,(917)261-6691,21.0,B
10393,Hole In The Wall,Manhattan,15,CLIFF ST,10038,(212)602-9991,26.428571428571427,B
10395,Hole In The Wall Coffee Shop,Manhattan,420,5TH AVE,10018,(347)328-7284,21.133333333333333,B
10396,Hole In The Wall Restaurant,Manhattan,1863,LEXINGTON AVE,10029,(646)858-1101,25.125,B
10397,Holesome Bagels,Brooklyn,333,KINGSTON AVENUE,11213,(347)955-5300,27.575757575757574,C
10398,Holi Mole,Manhattan,250,MOTT ST,10012,(646)692-9525,15.5,B
10399,Holiday Cocktail Lounge,Manhattan,75,SAINT MARKS PL,10003,(212)777-9637,14.642857142857142,B
10400,Holiday Inn Express,Brooklyn,625,UNION ST,11215,(718)797-1133,19.391304347826086,B
10401,Holiday Inn Express,Manhattan,538,WEST 48TH STREET,10036,(212)582-0692,17.454545454545453,B
10402,Holiday Inn Express,Queens,5940,55 ROAD,11378,(718)416-2500,4.666666666666667,A
10403,Holiday Inn Express - Manhattan,Manhattan,232,WEST   29 STREET,10001,(212)695-7200,10.0,A
10404,Holiday Inn Express Bronx,Bronx,500,EXTERIOR ST,10451,(718)406-5033,45.53846153846154,C
10405,Holiday Inn Express Manhattan Times Square South,Manhattan,60,W 36TH ST,10018,(212)897-3388,11.88888888888889,A
10406,Holiday Inn Express Nyc Times Square,Manhattan,343,WEST   39 STREET,10018,(212)239-1222,8.8,A
10407,Holiday Inn Express Wall Street,Manhattan,126,WATER STREET,10005,(212)747-9222,8.2,A
10408,Holland Bar,Manhattan,532,9 AVENUE,10018,(212)502-4609,24.363636363636363,B
10409,Hollow Nickel,Brooklyn,494,ATLANTIC AVENUE,11217,(347)236-3417,19.862068965517242,B
10410,Hollywood Diner,Manhattan,574,6 AVENUE,10011,(212)691-8465,15.368421052631579,B
10411,Holo,Queens,1563,DECATUR ST,11385,(917)470-3896,37.0,C
10412,Holtermann'S Bakery,Staten Island,405,ARTHUR KILL ROAD,10308,(718)984-7095,11.285714285714286,A
10413,Holy Cow Restaurant,Manhattan,15,W 29TH ST,10001,(347)630-9155,57.642857142857146,C
10414,Holy Crab Boiling,Brooklyn,5915,7TH AVE,11220,(347)889-6663,11.714285714285714,A
10415,Holy Guacamole,Queens,3555,31ST ST,11106,(917)832-7261,16.75,B
10416,Holy Schnitzel,Brooklyn,819,AVENUE U,11223,(718)627-4659,18.58823529411765,B
10417,Holy Schnitzel,Manhattan,654,AMSTERDAM AVE,10025,(212)362-4659,5.0,A
10418,Holy Schnitzel,Queens,7222,MAIN ST,11367,(718)793-4659,13.75,A
10420,Hom,Brooklyn,8810,3RD AVE,11209,(718)238-4466,19.0625,B
10421,Hombres Lounge,Queens,8528,37TH AVE,11372,(718)930-0886,18.666666666666668,B
10423,Home 2 Suites By Hilton,Queens,3906,30TH ST,11101,(718)706-6262,12.9,A
10424,Home Chef International Flavors,Queens,23114,MERRICK BLVD,11413,(718)749-5745,21.625,B
10425,Home Deli & Catering,Queens,7135,73RD PL,11385,(718)628-4005,19.8125,B
10426,Home Frite,Brooklyn,1047,BEDFORD AVE,11216,(347)627-3266,7.0,A
10427,Home Frite (Dekalb Market),Brooklyn,445,GOLD ST,11201,(814)777-5231,7.0,A
10428,Home Front Deli,Manhattan,41,E 41ST ST,10017,(212)682-0838,28.318181818181817,C
10429,Home Garden,Bronx,1806,CROTONA AVE,10457,(718)901-3688,10.692307692307692,A
10430,Home Made Baklawa,Queens,2439,STEINWAY ST,11103,(718)777-0876,7.6,A
10431,Home Made Cooking Cafe,Brooklyn,504,BRIGHTON BEACH AVENUE,11235,(718)513-0075,35.142857142857146,C
10432,Home Sweet Harlem,Manhattan,1528,AMSTERDAM AVENUE,10031,(212)926-9616,15.722222222222221,B
10433,Home Sweet Home,Manhattan,131,CHRYSTIE STREET,10002,(212)226-5709,22.0,B
10434,Homecoming,Brooklyn,107,FRANKLIN STREET,11222,(347)457-5385,13.0,A
10435,Homecoming,Brooklyn,92,BERRY ST,11249,(347)922-4449,14.714285714285714,B
10436,Homemade Taqueria,Queens,4010,JUNCTION BLVD,11368,(718)440-3307,29.847826086956523,C
10437,Homemade Taqueria,Queens,45-09,34 AVENUE,11101,(718)255-1349,18.896551724137932,B
10438,Homemade Taqueria,Queens,7103,GRAND AVE,11378,(718)779-0771,20.071428571428573,B
10440,Homestead Gourmet Shop,Queens,8145,LEFFERTS BOULEVARD,11415,(718)849-1366,14.538461538461538,B
10441,Homestretch Bar,Brooklyn,214,KINGS HIGHWAY,11223,(718)372-9719,7.0,A
10443,Hometown Bar-B-Que,Brooklyn,454,VAN BRUNT ST,11231,(347)294-4644,16.0,B
10444,Hometown Cuisine,Brooklyn,5017,8 AVENUE,11220,(718)853-3385,16.894736842105264,B
10445,Hometown Hotpot & Bbq,Manhattan,194,GRAND ST,10013,(212)219-8833,9.0,A
10446,Hometown Restaurant,Brooklyn,7218,18TH AVE,11204,(646)756-0498,11.0,A
10447,Homewood Suites By Hilton New York Midtown Manhattan Times Square,Manhattan,312,W 37TH ST,10018,(646)787-8831,29.2,C
10448,Honda/Legends Lounge,Brooklyn,620,ATLANTIC AVENUE,11217,(917)618-6310,9.5,A
10449,Honest Chops Burgers,Manhattan,99,MACDOUGAL ST,10012,(212)677-2110,18.772727272727273,B
10450,Honest Restaurant/Kwality Ice Cream,Queens,25803,HILLSIDE AVE,11004,(516)784-9844,7.0,A
10451,Honey Badger In Lefferts Gardens,Brooklyn,67,FENIMORE ST,11225,(646)670-0601,26.25,B
10452,Honey Bee'S Kitchen,Brooklyn,9322,AVENUE L,11236,(718)975-2006,9.4375,A
10453,Honey Dee Bakery,Bronx,1355,E GUN HILL RD,10469,(845)762-8359,9.0,A
10454,Honeybee Patisserie,Brooklyn,6514,BAY PKWY,11204,(917)587-1248,2.5,A
10455,Honeybrains,Manhattan,372,LAFAYETTE ST,10012,(646)678-4092,14.352941176470589,B
10456,Honeygrow,Brooklyn,194,JORALEMON ST,11201,(347)422-0714,10.857142857142858,A
10457,Hong Bao Cafe,Brooklyn,6317,18 AVENUE,11204,(718)621-3598,18.263157894736842,B
10458,Hong Cheong,Manhattan,2393,FREDERICK DOUGLAS BOULEVARD,10027,(212)316-6688,6.8,A
10459,Hong Cheung Restaurant,Brooklyn,407,NEW LOTS AVENUE,11207,(718)342-7487,29.3125,C
10460,Hong Kong,Queens,6297,FOREST AVE,11385,(646)492-3287,8.4,A
10461,Hong Kong Boy Restaurant,Brooklyn,6201,8TH AVE,11220,(718)630-1289,31.82758620689655,C
10462,Hong Kong Cafe Chinese Restaurant,Brooklyn,357,FRANKLIN AVE,11238,(718)783-3838,26.0,B
10463,Hong Kong Dim Sun,Brooklyn,777,60TH ST,11220,(718)439-0836,11.8125,A
10464,Hong Kong Express,Queens,989,WYCKOFF AVE,11385,(718)456-1858,10.636363636363637,A
10465,Hong Kong Foodtown,Manhattan,48,W 48TH ST,10036,(212)461-4186,30.352941176470587,C
10466,Hong Kong Garden,Queens,19511,69TH AVE,11365,(718)264-1313,15.066666666666666,B
10467,Hong Kong Gourmet,Queens,8440,JAMAICA AVE,11421,(718)296-1088,12.11111111111111,A
10468,Hong Kong House,Queens,2307,STEINWAY ST,11105,(718)777-7659,22.17142857142857,B
10469,Hong Kong Jackie Chinese Restaurant,Bronx,610,MELROSE AVE,10455,(718)993-9988,13.428571428571429,A
10470,Hong Kong Kei One,Staten Island,4207,HYLAN BLVD,10308,(718)948-9700,17.444444444444443,B
10471,Hong Kong King Palace,Brooklyn,1669,FLATBUSH AVE,11210,(718)338-0620,11.444444444444445,A
10472,Hong Kong Kitchen,Bronx,214,EAST  198 STREET,10458,(718)367-6688,6.0,A
10473,Hong Kong Kitchen,Bronx,30,W 183RD ST,10453,(718)562-9059,13.647058823529411,A
10474,Hong Kong Kitchen,Bronx,649,ALLERTON AVE,10467,(718)652-7803,20.2,B
10475,Hong Kong Kitchen,Queens,2510,BROADWAY,11106,(718)726-8482,12.681818181818182,A
10476,Hong Kong Kitchen,Queens,8446,ELIOT AVENUE,11379,(718)803-1501,9.166666666666666,A
10477,Hong Kong Noodle Sariku Sushi,Manhattan,174,LEXINGTON AVE,10016,(212)689-1025,29.614035087719298,C
10478,Hong Kong Restaurant,Bronx,1811,WILLIAMSBRIDGE ROAD,10461,(718)409-6100,10.75,A
10479,Hong Kong Restaurant,Manhattan,1703,LEXINGTON AVE,10029,(212)348-2813,9.2,A
10480,Hong Kong Restaurant,Queens,10259,JAMAICA AVENUE,11418,(718)846-3300,10.11111111111111,A
10481,Hong Kong Restaurant,Queens,19012,HILLSIDE AVE,11423,(718)776-1818,20.157894736842106,B
10482,Hong Kong Station,Manhattan,157,W 47TH ST,10036,(646)429-8277,20.11111111111111,B
10483,Hong Li Chinese Food,Brooklyn,1821,PITKIN AVE,11212,(718)566-2583,11.666666666666666,A
10484,Hong Man,Manhattan,27,ELDRIDGE ST,10002,(212)925-0805,18.153846153846153,B
10485,Hongbao Restaurant,Brooklyn,4915,8TH AVE,11220,(917)306-6664,21.0,B
10487,Hoo Jia Taiwanese Cuisine (St#26),Queens,3711,MAIN ST,11354,(917)297-8065,11.0,A
10488,Hood Restaurant Llc,Queens,11814,LIBERTY AVE,11419,(718)480-3518,46.5,C
10489,Hookah On The Bay,Queens,16108,CROSSBAY BLVD,11414,(347)822-0957,22.0,B
10490,Hoops Cabaret And Sports Bar,Manhattan,48,W 33RD ST,10001,(212)564-4480,8.833333333333334,A
10491,Hooters,Manhattan,155,W 33RD ST,10001,(212)695-9580,13.857142857142858,A
10492,Hooters,Queens,61-09,190TH ST,11365,(718)454-2800,28.96,C
10493,Hop Fa Bakery,Brooklyn,6512,BAY PARKWAY,11204,(718)232-3381,11.333333333333334,A
10494,Hop House Harlem,Manhattan,2224,FREDERICK DOUGLASS BLVD,10026,(646)858-0252,17.47826086956522,B
10495,Hop Kee Restaurant,Manhattan,21,MOTT STREET,10013,(212)964-8365,20.11111111111111,B
10496,Hop Lee Kitchen,Brooklyn,992,MANHATTAN AVENUE,11222,(718)389-4756,16.045454545454547,B
10497,Hop Lee Restaurant,Manhattan,16,MOTT STREET,10013,(212)962-6475,25.193548387096776,B
10498,Hop Shing Restaurant,Manhattan,9,CHATHAM SQUARE,10038,(212)267-0220,31.634146341463413,C
10499,Hop Won Express,Manhattan,139,E 45TH ST,10017,(212)661-4280,14.909090909090908,B
10500,Hope And Life,Queens,4101A,162ND ST,11358,(516)815-6120,3.3333333333333335,A
10501,Hops Hill,Brooklyn,886,FULTON ST,11238,(347)987-4334,6.571428571428571,A
10502,Horchata,Manhattan,470,AVENUE OF THE AMERICAS,10011,(212)243-8226,32.464285714285715,C
10503,Horizon Bakery Cafe,Queens,0,JFK INTL AIRPORT,11430,(718)656-6210,3.3333333333333335,A
10504,Horses & Divorces,Brooklyn,285,BEDFORD AVENUE,11211,(917)319-2199,16.166666666666668,B
10505,Hortus Nyc,Manhattan,271,5TH AVE,10016,(646)858-3784,24.555555555555557,B
10506,Horus Cafe,Manhattan,293,EAST   10 STREET,10009,(212)228-4774,13.8,A
10507,Horus Kabab House,Manhattan,93,AVENUE B,10009,(212)777-9199,15.454545454545455,B
10508,Horus Too,Manhattan,416,WEST   46 STREET,10036,(212)956-9661,10.666666666666666,A
10509,Hostos Community College,Bronx,500,GRAND CONCOURSE,10451,(718)518-6544,22.434782608695652,B
10510,Hot & Crusty,Manhattan,2393,BROADWAY,10024,(212)496-0632,19.0,B
10511,Hot And Juicy Crawfish,Queens,3636,PRINCE ST,11354,(718)359-2729,11.5,A
10512,Hot Bagels,Brooklyn,1594,ROCKAWAY PARKWAY,11236,(917)658-0844,23.35,B
10513,Hot Bagels,Brooklyn,4706,AVENUE N,11234,(718)252-9440,26.21818181818182,B
10514,Hot Bagels,Queens,7905,METROPOLITAN AVENUE,11379,(718)326-8510,20.735294117647058,B
10515,Hot Bagels On 5Th,Brooklyn,523,5TH AVE,11215,(718)768-1052,14.5,B
10516,Hot Bar Cold Bar,Queens,0,LAGUARDIA AIRPORT,11369,(347)696-5752,10.142857142857142,A
10517,Hot Bialys & Bagels,Queens,11663,QUEENS BOULEVARD,11375,(718)544-0900,9.625,A
10518,Hot Chix,Brooklyn,110,DEKALB AVENUE,11201,(718)451-1122,12.777777777777779,A
10519,Hot Dog Concession,Manhattan,4,PENN PLZ,10121,(212)465-6273,5.285714285714286,A
10520,Hot Dog Concession (Fc6100),Manhattan,4,PENN PLZ,10121,(212)465-6284,1.3333333333333333,A
10521,Hot Dog Concession/Garden Market,Manhattan,4,PENN PLZ,10121,(212)465-6302,4.0,A
10522,Hot Ginger,Queens,7332,BELL BLVD,11364,(646)775-8828,25.444444444444443,B
10523,Hot Jalapeno Restaurant,Manhattan,219,EAST  116 STREET,10029,(646)351-6895,10.285714285714286,A
10524,Hot Kitchen,Manhattan,104,2 AVENUE,10003,(212)228-3090,27.487179487179485,C
10525,Hot Kitchen,Manhattan,251,E 53RD ST,10022,(212)588-8826,33.42857142857143,C
10526,Hot Kitchen Sichuan Style,Queens,13343,ROOSEVELT AVE,11354,(718)690-2206,15.333333333333334,B
10527,Hot N Juicy Crawfish,Manhattan,243,W 14TH ST,10011,(646)682-9492,19.884615384615383,B
10528,Hot Off The Press,Queens,1,NEW YORK TIMES PLZ,11357,(718)281-7262,15.4,B
10529,Hot Peppers,Queens,7833,SPRINGFIELD BLVD,11364,(347)676-7566,10.0,A
10530,Hot Pot 828,Brooklyn,828,64TH ST,11220,(718)833-1388,14.411764705882353,B
10531,Hot Pot Under De' Tree,Manhattan,2839,FREDERICK DOUGLAS BOULEVARD,10039,(212)234-3505,21.066666666666666,B
10532,Hot Potato House,Brooklyn,109,ORIENTAL BLVD,11235,(718)975-7990,26.692307692307693,B
10533,Hot Shotz Sports Bar I,Staten Island,6323,AMBOY ROAD,10309,(718)227-0057,11.11111111111111,A
10534,Hot Space,Queens,3907,PRINCE ST,11354,(929)290-4212,7.6,A
10535,Hot Space Szechwan Restaurant,Brooklyn,774,51ST ST,11220,(718)980-8801,21.875,B
10536,Hot Spot Nabe,Brooklyn,7204,18TH AVE,11204,(718)331-1818,15.130434782608695,B
10538,Hotel Carlyle,Manhattan,35,EAST 76 STREET,10021,(212)744-1600,30.655172413793103,C
10539,Hotel Carlyle Employee Cafeteria,Manhattan,35,EAST   76 STREET,10021,(212)570-7133,7.4,A
10540,Hotel Chantelle,Manhattan,92,LUDLOW STREET,10002,(212)254-9100,17.727272727272727,B
10541,Hotel Chocolat,Manhattan,441,LEXINGTON AVE,10017,(929)262-9193,10.0,A
10542,Hotel Delmano,Brooklyn,82,BERRY STREET,11249,(718)387-1945,21.714285714285715,B
10543,Hotel Giraffe,Manhattan,365,PARK AVENUE SOUTH,10016,(212)685-7700,11.583333333333334,A
10546,Hotel Pennsylvania,Manhattan,401,7 AVENUE,10001,(212)736-5000,17.0,B
10547,Hotel Pierre-Banquet Kitchen,Manhattan,2,EAST   61 STREET,10065,(212)838-8000,13.952380952380953,A
10548,Hotel Pierre-Main Kitchen,Manhattan,2,EAST   61 STREET,10065,(212)838-8000,26.05,B
10549,Hotel Riu Plaza New York Times Square,Manhattan,305,W 46TH ST,10036,(646)864-1100,11.0,A
10550,Hotel Rl,Brooklyn,1080,BROADWAY,11221,(718)715-4850,33.0,C
10551,Hotel Stanford,Manhattan,43,W 32ND ST,10001,(212)563-1500,14.2,B
10552,Hotel Tortuga,Manhattan,246,E 14TH ST,10003,(212)228-1884,12.0,A
10553,Hou Yi,Manhattan,97,2ND AVE,10003,(212)625-8989,11.666666666666666,A
10554,Hou Yi Hot Pot,Manhattan,92,HESTER ST,10002,(212)966-3420,16.666666666666668,B
10555,Houdini Kitchen Lab,Queens,1563,DECATUR STREET,11385,(718)456-3770,11.25,A
10556,Houndstooth Pub,Manhattan,520,8 AVENUE,10018,(212)643-0034,9.571428571428571,A
